CLNN,DAYS,TIMES,TS_D,SAA
23782,0,점심,2,36
23783,0,심야,4,102
23783,0,아침오전,1,38
23783,0,저녁,1,16
23784,0,심야,3,20
23784,0,점심,2,36
23785,0,심야,1,6
23785,0,아침오전,1,27
23786,0,심야,1,25
23786,0,저녁,2,48
23787,0,밤,1,14
23787,0,심야,1,31
23788,0,밤,1,12
23788,0,심야,1,9
23788,0,아침오전,2,43
23788,0,오후,2,25
23788,0,저녁,2,33
23788,0,점심,1,32
23789,0,밤,1,19
23789,0,심야,2,25
23790,0,밤,2,30
23790,0,오후,1,13
23790,0,저녁,1,33
23790,0,점심,1,25
23791,0,밤,2,46
23791,0,심야,2,56
23791,0,아침오전,1,20
23791,0,오후,1,10
23791,0,저녁,1,21
23792,0,밤,1,8
23792,0,아침오전,1,25
23792,0,오후,4,65
23793,0,오후,1,8
23793,0,저녁,1,15
23793,0,점심,1,6
23794,0,밤,1,13
23794,0,심야,2,17
23794,0,저녁,1,27
23795,0,점심,1,14
23796,0,심야,2,54
23796,0,아침오전,1,7
23796,0,오후,1,9
23796,0,점심,1,23
23797,0,밤,2,37
23797,0,심야,6,84
23797,0,아침오전,1,9
23797,0,오후,2,69
23797,0,저녁,2,27
23797,0,점심,1,24
23798,0,아침오전,2,37
23798,0,오후,3,76
23798,0,저녁,1,15
23798,0,점심,1,17
23799,0,점심,2,33
23800,0,밤,3,39
23800,0,심야,3,73
23800,0,아침오전,2,27
23800,0,오후,2,32
23801,0,밤,1,9
23801,0,아침오전,1,24
23801,0,오후,2,84
23801,0,저녁,1,18
23802,0,오후,1,17
23802,0,저녁,1,6
23802,0,점심,1,14
23803,0,밤,1,14
23803,0,심야,1,16
23803,0,아침오전,2,13
23803,0,점심,1,25
23804,0,밤,1,20
23804,0,심야,1,12
23804,0,아침오전,1,15
23804,0,오후,2,44
23804,0,저녁,1,9
23805,0,밤,2,26
23805,0,오후,1,36
23805,0,저녁,1,7
23805,0,점심,2,53
23806,0,심야,1,27
23806,0,점심,2,34
23807,0,밤,1,23
23807,0,심야,2,37
23807,0,오후,1,4
23807,0,점심,1,4
23808,0,심야,2,35
23808,0,아침오전,1,22
23808,0,오후,2,58
23808,0,저녁,1,27
23808,0,점심,1,20
23809,0,심야,1,30
23809,0,아침오전,1,5
23810,0,아침오전,1,3
23810,0,오후,1,11
23811,0,밤,1,48
23811,0,심야,2,34
23811,0,오후,1,26
23811,0,점심,1,40
23812,0,밤,1,16
23812,0,아침오전,1,7
23812,0,오후,1,4
23812,0,점심,1,33
23813,0,밤,1,29
23813,0,아침오전,1,27
23813,0,오후,1,25
23813,0,점심,1,12
23814,0,밤,1,22
23814,0,심야,3,47
23814,0,아침오전,1,30
23815,0,밤,1,6
23816,0,밤,1,28
23816,0,심야,1,11
23816,0,아침오전,1,18
23816,0,오후,1,26
23816,0,저녁,1,26
23816,0,점심,1,12
23817,0,밤,1,20
23817,0,심야,2,45
23817,0,아침오전,1,21
23817,0,오후,1,11
23817,0,저녁,1,31
23818,0,오후,1,7
23818,0,저녁,1,9
23818,0,점심,2,38
23819,0,밤,3,37
23819,0,심야,1,32
23819,0,아침오전,1,48
23819,0,오후,1,17
23820,0,밤,1,4
23820,0,심야,1,26
23820,0,아침오전,3,57
23821,0,밤,1,26
23821,0,심야,3,43
23821,0,저녁,1,42
23821,0,점심,1,16
23822,0,밤,2,66
23822,0,심야,2,36
23822,0,오후,1,11
23822,0,저녁,1,15
23823,0,심야,2,41
23823,0,아침오전,2,46
23823,0,오후,4,64
23823,0,점심,1,4
23824,0,밤,1,11
23824,0,심야,3,37
23825,0,심야,2,9
23825,0,아침오전,3,53
23825,0,오후,1,30
23826,0,심야,1,13
23826,0,오후,1,12
23827,0,심야,1,10
23827,0,아침오전,2,27
23827,0,저녁,1,5
23828,0,심야,2,28
23828,0,아침오전,1,10
23828,0,저녁,1,19
23829,0,밤,1,13
23829,0,심야,2,34
23829,0,오후,2,50
23830,0,심야,2,29
23830,0,오후,1,3
23830,0,저녁,1,8
23831,0,심야,3,40
23831,0,오후,1,51
23831,0,저녁,2,36
23831,0,점심,1,18
23832,0,심야,3,35
23832,0,아침오전,2,10
23833,0,심야,5,109
23833,0,오후,1,24
23833,0,저녁,1,37
23833,0,점심,1,18
23834,0,아침오전,2,42
23834,0,저녁,1,34
23835,0,오후,1,11
23835,0,저녁,1,19
23836,0,심야,3,95
23836,0,아침오전,2,40
23836,0,오후,1,30
23837,0,심야,1,17
23838,0,밤,1,8
23838,0,심야,1,4
23838,0,아침오전,1,34
23838,0,오후,1,30
23839,0,심야,3,143
23839,0,오후,3,18
23839,0,저녁,2,38
23839,0,점심,1,26
23840,0,밤,1,32
23840,0,심야,2,28
23840,0,아침오전,2,36
23841,0,밤,1,13
23841,0,아침오전,1,26
23841,0,오후,3,48
23841,0,저녁,2,17
23841,0,점심,2,27
23842,0,밤,2,32
23842,0,심야,2,26
23842,0,오후,1,58
23842,0,저녁,2,18
23843,0,심야,1,15
23843,0,아침오전,2,44
23843,0,오후,2,17
23843,0,점심,1,47
23844,0,밤,1,14
23844,0,심야,2,28
23844,0,저녁,1,13
23845,0,심야,1,5
23845,0,점심,1,25
23846,0,심야,1,11
23846,0,점심,1,7
23847,0,밤,1,6
23847,0,심야,2,10
23847,0,오후,1,20
23847,0,점심,1,12
23848,0,밤,1,23
23848,0,오후,2,27
23848,0,저녁,1,29
23848,0,점심,1,39
23849,0,밤,2,39
23849,0,심야,1,16
23849,0,아침오전,1,16
23849,0,오후,1,9
23850,0,심야,4,49
23850,0,아침오전,2,53
23850,0,오후,1,9
23851,0,심야,2,38
23851,0,점심,1,23
23852,0,밤,1,15
23852,0,심야,2,48
23852,0,아침오전,2,45
23852,0,저녁,1,21
23853,0,심야,3,75
23853,0,아침오전,1,25
23853,0,저녁,1,9
23854,0,심야,1,50
23854,0,아침오전,1,35
23854,0,오후,1,3
23854,0,점심,3,69
23855,0,밤,2,38
23855,0,심야,1,16
23855,0,아침오전,1,26
23855,0,점심,1,20
23856,0,아침오전,3,36
23856,0,오후,1,21
23856,0,점심,1,4
23857,0,아침오전,1,30
23858,0,밤,1,10
23858,0,심야,2,51
23859,0,밤,1,18
23859,0,심야,2,25
23859,0,저녁,1,22
23860,0,밤,1,23
23860,0,심야,3,21
23860,0,오후,2,37
23860,0,점심,1,28
23861,0,심야,2,62
23861,0,오후,1,21
23861,0,저녁,2,33
23862,0,밤,1,8
23862,0,심야,1,57
23862,0,오후,2,16
23863,0,심야,2,27
23863,0,점심,1,27
23864,0,심야,3,56
23864,0,저녁,1,15
23865,0,심야,2,13
23865,0,아침오전,1,17
23865,0,저녁,1,12
23866,0,심야,1,16
23866,0,아침오전,1,5
23867,0,밤,1,23
23867,0,심야,1,59
23867,0,오후,1,35
23867,0,저녁,1,39
23867,0,점심,2,32
23868,0,밤,1,20
23868,0,심야,2,44
23868,0,아침오전,1,22
23869,0,심야,3,45
23870,0,심야,1,7
23871,0,밤,1,16
23871,0,심야,2,73
23871,0,오후,5,46
23871,0,저녁,1,10
23871,0,점심,1,7
23872,0,밤,1,42
23872,0,심야,4,100
23872,0,오후,1,46
23872,0,저녁,1,17
23872,0,점심,1,22
23873,0,아침오전,2,43
23873,0,오후,2,18
23874,0,심야,2,85
23874,0,오후,2,68
23875,0,밤,2,33
23875,0,심야,1,8
23875,0,점심,1,7
23876,0,심야,1,3
23876,0,아침오전,2,9
23876,0,오후,1,6
23876,0,저녁,2,41
23876,0,점심,1,36
23877,0,심야,3,64
23877,0,아침오전,2,35
23877,0,점심,1,4
23878,0,심야,2,53
23878,0,점심,1,3
23879,0,밤,1,17
23879,0,아침오전,1,38
23879,0,점심,1,18
23880,0,심야,2,49
23880,0,저녁,1,16
23881,0,심야,1,22
23881,0,아침오전,3,91
23881,0,점심,2,34
23882,0,아침오전,2,23
23882,0,저녁,1,15
23882,0,점심,1,10
23883,0,심야,2,61
23883,0,아침오전,1,5
23884,0,아침오전,1,11
23884,0,점심,1,10
23885,0,심야,1,40
23885,0,아침오전,3,65
23885,0,오후,1,12
23885,0,저녁,1,26
23885,0,점심,1,17
23886,0,심야,2,18
23886,0,저녁,3,64
23886,0,점심,1,11
23887,0,밤,1,16
23887,0,심야,3,46
23887,0,오후,1,11
23887,0,저녁,3,83
23888,0,심야,1,4
23889,0,심야,1,28
23889,0,저녁,1,4
23889,0,점심,1,5
23890,0,밤,1,20
23890,0,아침오전,1,17
23890,0,오후,2,18
23891,0,아침오전,1,12
23891,0,오후,1,18
23891,0,저녁,2,33
23892,0,심야,1,14
23892,0,아침오전,1,19
23893,0,밤,1,3
23893,0,심야,2,84
23893,0,점심,1,37
23894,0,심야,1,44
23894,0,오후,2,34
23894,0,점심,1,8
23895,0,오후,1,29
23895,0,저녁,1,23
23895,0,점심,1,20
23896,0,심야,3,59
23896,0,아침오전,2,21
23896,0,점심,1,18
23897,0,심야,1,20
23897,0,아침오전,1,12
23897,0,오후,2,20
23898,0,밤,2,43
23898,0,아침오전,1,22
23898,0,오후,1,22
23899,0,심야,1,16
23899,0,아침오전,1,4
23899,0,오후,1,5
23900,0,심야,1,59
23900,0,아침오전,1,19
23900,0,점심,2,47
23901,0,심야,1,38
23901,0,아침오전,1,20
23902,0,밤,1,8
23902,0,심야,1,25
23902,0,아침오전,2,17
23902,0,저녁,3,44
23902,0,점심,2,9
23903,0,밤,1,21
23903,0,심야,3,38
23903,0,아침오전,2,54
23903,0,오후,1,25
23904,0,밤,2,41
23904,0,심야,1,28
23904,0,점심,2,17
23905,0,심야,2,42
23906,0,밤,2,28
23906,0,심야,1,30
23906,0,아침오전,1,49
23906,0,저녁,1,4
23907,0,밤,1,31
23907,0,심야,1,30
23907,0,아침오전,1,18
23907,0,오후,1,22
23908,0,밤,2,46
23908,0,심야,1,8
23908,0,아침오전,1,8
23908,0,오후,3,55
23908,0,점심,1,12
23909,0,밤,2,32
23909,0,아침오전,2,65
23909,0,저녁,1,21
23909,0,점심,1,11
23910,0,밤,2,24
23910,0,심야,1,6
23910,0,오후,1,23
23910,0,저녁,1,21
23911,0,심야,2,9
23911,0,오후,2,34
23912,0,밤,1,6
23912,0,심야,1,38
23912,0,저녁,1,12
23912,0,점심,3,44
23913,0,심야,2,53
23913,0,아침오전,1,6
23913,0,점심,3,23
23914,0,밤,1,3
23914,0,심야,2,47
23914,0,점심,2,27
23915,0,심야,2,53
23915,0,아침오전,1,7
23915,0,저녁,1,21
23916,0,밤,1,24
23916,0,아침오전,1,11
23916,0,오후,1,49
23917,0,심야,1,13
23917,0,아침오전,2,38
23917,0,오후,1,25
23918,0,저녁,2,56
23919,0,심야,2,39
23919,0,오후,2,51
23919,0,저녁,2,38
23920,0,심야,1,31
23920,0,아침오전,2,21
23920,0,오후,2,30
23921,0,밤,1,7
23921,0,심야,1,7
23921,0,오후,1,23
23921,0,저녁,2,35
23921,0,점심,2,48
23922,0,점심,2,31
23923,0,심야,2,40
23923,0,아침오전,1,51
23923,0,오후,1,42
23923,0,점심,1,11
23924,0,밤,1,23
23924,0,심야,1,21
23924,0,오후,1,7
23925,0,밤,2,63
23925,0,아침오전,1,26
23925,0,저녁,1,29
23925,0,점심,1,18
23926,0,심야,1,29
23926,0,아침오전,1,23
23927,0,심야,3,58
23927,0,아침오전,1,10
23928,0,심야,1,5
23928,0,저녁,1,4
23929,0,오후,2,49
23929,0,점심,2,35
23930,0,심야,1,31
23930,0,아침오전,1,9
23930,0,점심,1,23
23931,0,밤,2,53
23931,0,아침오전,2,65
23931,0,오후,2,12
23931,0,저녁,1,13
23931,0,점심,1,19
23932,0,밤,1,13
23932,0,심야,2,24
23932,0,아침오전,1,36
23932,0,오후,1,59
23932,0,저녁,3,50
23933,0,밤,4,46
23933,0,심야,2,32
23933,0,오후,1,13
23933,0,점심,2,19
23934,0,아침오전,1,32
23935,0,심야,1,23
23935,0,아침오전,1,15
23935,0,오후,1,24
23936,0,심야,2,18
23936,0,오후,1,10
23936,0,점심,1,9
23937,0,심야,4,54
23937,0,저녁,2,37
23937,0,점심,1,19
23938,0,아침오전,1,45
23938,0,오후,1,10
23938,0,점심,1,37
23939,0,밤,1,14
23939,0,아침오전,1,13
23939,0,오후,2,43
23939,0,점심,2,40
23940,0,밤,1,6
23940,0,저녁,1,3
23940,0,점심,1,14
23941,0,오후,1,6
23942,0,심야,2,21
23942,0,아침오전,1,15
23943,0,밤,1,23
23943,0,저녁,2,43
23943,0,점심,2,18
23944,0,밤,1,10
23944,0,저녁,2,66
23944,0,점심,2,30
23945,0,밤,1,16
23945,0,심야,4,113
23945,0,아침오전,1,14
23945,0,점심,1,79
23946,0,심야,3,45
23946,0,아침오전,3,28
23947,0,심야,1,22
23947,0,아침오전,1,35
23947,0,오후,1,55
23947,0,저녁,1,19
23947,0,점심,3,49
23948,0,심야,1,12
23948,0,오후,1,7
23948,0,점심,1,33
23949,0,심야,1,9
23949,0,점심,1,4
23950,0,아침오전,2,63
23950,0,오후,2,24
23950,0,점심,1,40
23951,0,심야,4,134
23951,0,점심,1,7
23952,0,심야,2,23
23952,0,아침오전,2,25
23952,0,저녁,1,17
23953,0,심야,1,18
23953,0,아침오전,1,4
23953,0,오후,2,28
23953,0,저녁,2,43
23954,0,심야,2,60
23954,0,점심,1,20
23955,0,밤,1,11
23955,0,오후,2,15
23955,0,저녁,1,23
23955,0,점심,2,20
23956,0,심야,4,88
23956,0,아침오전,1,4
23956,0,오후,1,5
23956,0,저녁,1,10
23956,0,점심,2,42
23957,0,심야,2,30
23957,0,오후,1,42
23957,0,점심,1,15
23958,0,밤,1,31
23958,0,심야,4,116
23958,0,아침오전,1,20
23958,0,오후,1,24
23958,0,점심,1,7
23959,0,밤,1,8
23959,0,심야,1,20
23959,0,아침오전,2,64
23959,0,오후,3,25
23959,0,점심,2,16
23960,0,밤,1,39
23960,0,심야,2,59
23961,0,밤,2,27
23961,0,심야,1,16
23961,0,아침오전,2,28
23961,0,저녁,1,23
23962,0,심야,1,9
23962,0,아침오전,1,43
23962,0,점심,1,18
23963,0,밤,1,15
23963,0,오후,1,18
23964,0,밤,1,8
23964,0,아침오전,2,27
23964,0,오후,1,5
23964,0,저녁,1,17
23965,0,심야,1,29
23965,0,아침오전,1,27
23965,0,저녁,1,47
23965,0,점심,1,26
23966,0,아침오전,1,24
23966,0,오후,1,18
23967,0,오후,2,28
23967,0,저녁,1,16
23968,0,심야,2,59
23968,0,아침오전,1,33
23968,0,오후,3,100
23968,0,저녁,1,21
23969,0,밤,1,5
23969,0,아침오전,1,19
23969,0,저녁,2,30
23970,0,밤,3,52
23970,0,심야,2,45
23970,0,아침오전,1,41
23971,0,밤,1,37
23972,0,심야,4,93
23972,0,아침오전,1,6
23972,0,오후,2,56
23972,0,저녁,2,42
23973,0,심야,1,9
23973,0,오후,1,9
23974,0,심야,1,6
23974,0,아침오전,1,12
23974,0,오후,2,27
23974,0,점심,1,14
23975,0,밤,1,25
23975,0,심야,2,24
23975,0,점심,2,31
23976,0,심야,1,21
23976,0,오후,2,34
23977,0,심야,1,27
23977,0,저녁,1,7
23977,0,점심,1,12
23978,0,밤,2,34
23978,0,심야,1,24
23978,0,오후,1,26
23979,0,밤,1,21
23979,0,심야,1,10
23979,0,아침오전,2,34
23979,0,오후,2,48
23979,0,저녁,3,97
23979,0,점심,1,15
23980,0,밤,1,3
23980,0,심야,1,20
23980,0,아침오전,1,27
23981,0,밤,1,29
23981,0,심야,2,58
23981,0,아침오전,1,37
23981,0,저녁,2,43
23981,0,점심,1,6
23982,0,밤,1,32
23982,0,심야,2,46
23983,0,밤,1,13
23983,0,오후,1,7
23983,0,점심,1,5
23984,0,밤,2,17
23984,0,심야,2,35
23984,0,아침오전,1,14
23984,0,점심,1,8
23985,0,심야,1,8
23985,0,저녁,1,45
23986,0,밤,3,61
23986,0,심야,2,45
23987,0,심야,5,73
23988,0,밤,1,14
23988,0,심야,2,32
23988,0,오후,1,16
23988,0,점심,1,19
23989,0,심야,3,63
23989,0,아침오전,1,14
23989,0,오후,1,22
23989,0,점심,1,38
23990,0,아침오전,1,15
23990,0,저녁,1,11
23990,0,점심,1,8
23991,0,심야,2,14
23991,0,오후,1,24
23991,0,저녁,2,26
23992,0,밤,1,25
23992,0,아침오전,1,52
23992,0,저녁,2,41
23992,0,점심,1,21
23993,0,심야,2,65
23993,0,오후,1,25
23994,0,심야,1,16
23994,0,점심,1,19
23995,0,밤,1,24
23995,0,심야,1,50
23995,0,오후,1,9
23996,0,심야,3,37
23996,0,아침오전,1,18
23996,0,저녁,1,32
23997,0,심야,1,9
23998,0,심야,2,50
23999,0,심야,3,61
24000,0,밤,3,53
24000,0,오후,1,23
24000,0,저녁,2,45
24001,0,심야,3,51
24001,0,아침오전,3,38
24001,0,오후,1,11
24001,0,저녁,3,27
24002,0,심야,2,32
24002,0,아침오전,1,26
24003,0,밤,1,23
24003,0,심야,1,23
24003,0,저녁,1,7
24004,0,밤,4,73
24004,0,심야,1,12
24004,0,아침오전,2,38
24004,0,저녁,1,26
24004,0,점심,1,15
24005,0,밤,2,30
24005,0,심야,1,9
24005,0,저녁,1,19
24006,0,심야,2,33
24006,0,아침오전,1,29
24006,0,오후,1,18
24006,0,점심,3,38
24007,0,심야,1,16
24007,0,점심,3,64
24008,0,아침오전,1,20
24008,0,점심,1,9
24009,0,밤,1,16
24009,0,아침오전,2,67
24009,0,오후,1,9
24010,0,오후,1,9
24010,0,저녁,1,12
24011,0,아침오전,1,32
24011,0,오후,1,33
24012,0,밤,1,16
24012,0,아침오전,2,12
24012,0,오후,1,6
24012,0,점심,1,28
24013,0,밤,3,72
24013,0,심야,1,19
24013,0,오후,2,23
24013,0,저녁,1,26
24014,0,밤,1,16
24014,0,심야,2,22
24014,0,오후,1,3
24014,0,점심,1,15
24015,0,밤,1,14
24015,0,아침오전,1,7
24015,0,오후,1,10
24015,0,저녁,1,23
24016,0,밤,2,39
24016,0,심야,1,10
24016,0,오후,1,8
24016,0,점심,1,28
24017,0,오후,3,59
24017,0,저녁,1,12
24018,0,오후,3,24
24019,0,밤,1,7
24019,0,저녁,1,4
24020,0,심야,1,5
24020,0,저녁,1,32
24021,0,심야,1,21
24021,0,아침오전,1,6
24021,0,저녁,1,22
24021,0,점심,2,31
24022,0,아침오전,1,8
24023,0,밤,2,21
24023,0,심야,2,11
24023,0,저녁,1,54
24023,0,점심,1,40
24024,0,심야,2,38
24024,0,오후,3,67
24025,0,밤,1,10
24025,0,심야,3,65
24025,0,아침오전,1,26
24025,0,저녁,1,16
24025,0,점심,3,70
24026,0,밤,1,6
24026,0,점심,1,40
24027,0,심야,1,25
24027,0,오후,1,22
24028,0,심야,1,10
24028,0,아침오전,1,9
24029,0,심야,3,72
24029,0,저녁,3,38
24029,0,점심,1,28
24030,0,심야,1,16
24030,0,오후,1,28
24030,0,점심,1,7
24031,0,오후,2,61
24031,0,점심,1,26
24032,0,밤,1,51
24032,0,아침오전,1,18
24032,0,오후,2,34
24032,0,점심,1,10
24033,0,심야,1,17
24033,0,아침오전,1,6
24034,0,아침오전,2,61
24034,0,저녁,2,36
24034,0,점심,1,18
24035,0,심야,1,24
24035,0,오후,1,5
24035,0,저녁,1,31
24036,0,심야,1,14
24036,0,아침오전,1,31
24036,0,오후,1,23
24037,0,심야,3,46
24037,0,아침오전,1,14
24038,0,밤,1,23
24039,0,밤,1,5
24039,0,오후,3,31
24040,0,심야,2,38
24041,0,심야,3,42
24042,0,심야,1,25
24042,0,저녁,1,47
24043,0,심야,2,21
24043,0,오후,2,24
24043,0,점심,4,38
24044,0,밤,1,5
24044,0,심야,3,66
24044,0,오후,1,7
24045,0,심야,2,36
24045,0,아침오전,1,13
24045,0,오후,1,14
24045,0,저녁,1,8
24045,0,점심,1,18
24046,0,심야,1,14
24046,0,점심,1,4
24047,0,점심,2,39
24048,0,심야,1,6
24048,0,아침오전,1,24
24049,0,심야,1,9
24049,0,오후,1,5
24049,0,저녁,1,35
24050,0,심야,1,31
24050,0,아침오전,1,9
24050,0,저녁,1,9
24050,0,점심,2,41
24051,0,밤,1,10
24051,0,심야,1,4
24051,0,아침오전,1,31
24051,0,오후,2,32
24051,0,저녁,1,11
24052,0,밤,1,32
24052,0,심야,1,5
24052,0,오후,1,21
24053,0,심야,3,51
24053,0,저녁,1,13
24054,0,밤,2,14
24054,0,심야,4,101
24054,0,오후,2,29
24054,0,저녁,1,6
24054,0,점심,1,4
24055,0,밤,1,27
24055,0,심야,1,24
24055,0,아침오전,1,31
24055,0,오후,1,23
24056,0,심야,2,56
24056,0,아침오전,1,13
24057,0,심야,1,7
24057,0,점심,1,15
24058,0,밤,1,25
24058,0,심야,1,22
24058,0,점심,1,40
24059,0,밤,1,9
24059,0,저녁,2,23
24059,0,점심,1,15
24060,0,저녁,1,17
24061,0,아침오전,1,11
24061,0,저녁,1,4
24061,0,점심,1,7
24062,0,심야,1,6
24062,0,오후,2,44
24063,0,심야,1,6
24063,0,아침오전,3,37
24063,0,오후,3,35
24064,0,심야,2,34
24064,0,오후,2,25
24065,0,밤,1,8
24065,0,심야,5,117
24065,0,저녁,1,25
24066,0,밤,1,5
24066,0,심야,3,78
24066,0,오후,1,32
24066,0,점심,1,32
24067,0,밤,1,3
24067,0,심야,1,46
24067,0,아침오전,2,50
24068,0,심야,5,81
24068,0,아침오전,1,8
24068,0,오후,1,8
24068,0,저녁,2,65
24069,0,오후,1,4
24069,0,저녁,1,12
24070,0,밤,1,34
24070,0,심야,1,7
24070,0,저녁,1,29
24071,0,심야,1,3
24071,0,저녁,1,10
24071,0,점심,1,38
24072,0,밤,1,17
24072,0,심야,1,7
24072,0,오후,3,109
24072,0,점심,1,22
24073,0,심야,2,16
24073,0,아침오전,3,86
24073,0,오후,2,34
24073,0,점심,2,45
24074,0,밤,1,43
24074,0,아침오전,1,28
24074,0,저녁,1,10
24074,0,점심,1,4
24075,0,심야,1,4
24075,0,아침오전,1,14
24075,0,오후,4,47
24075,0,점심,1,9
24076,0,심야,2,34
24076,0,아침오전,1,24
24076,0,오후,2,29
24076,0,저녁,1,12
24077,0,밤,1,30
24077,0,심야,2,21
24077,0,오후,1,12
24078,0,심야,4,95
24078,0,아침오전,2,42
24078,0,저녁,1,9
24078,0,점심,2,60
24079,0,밤,1,27
24079,0,심야,2,21
24079,0,오후,1,6
24079,0,저녁,1,17
24080,0,밤,1,30
24080,0,심야,2,27
24080,0,아침오전,2,51
24080,0,점심,3,63
24081,0,밤,1,18
24081,0,심야,1,30
24081,0,아침오전,2,36
24081,0,오후,1,46
24081,0,점심,1,15
24083,0,밤,1,32
24083,0,심야,2,36
24083,0,저녁,1,26
24084,0,밤,2,20
24084,0,심야,1,19
24084,0,오후,2,43
24085,0,오후,1,11
24086,0,아침오전,2,36
24086,0,오후,1,8
24087,0,심야,1,11
24087,0,오후,1,7
24087,0,저녁,1,13
24087,0,점심,2,22
24088,0,밤,1,8
24088,0,심야,2,45
24088,0,오후,1,5
24089,0,심야,1,22
24089,0,아침오전,3,80
24089,0,저녁,1,5
24089,0,점심,2,54
24090,0,심야,1,16
24090,0,오후,1,33
24090,0,저녁,1,30
24091,0,심야,3,40
24091,0,점심,2,41
24092,0,심야,1,53
24092,0,오후,1,47
24092,0,점심,1,15
24093,0,밤,1,12
24093,0,심야,2,20
24093,0,아침오전,2,57
24093,0,오후,1,5
24094,0,밤,1,29
24094,0,저녁,1,50
24094,0,점심,1,21
24095,0,심야,2,70
24095,0,아침오전,3,42
24095,0,점심,1,32
24096,0,밤,1,10
24096,0,심야,1,7
24096,0,오후,1,6
24097,0,밤,3,25
24097,0,심야,1,19
24097,0,점심,1,12
24098,0,심야,1,35
24098,0,아침오전,1,29
24098,0,오후,1,10
24098,0,점심,1,30
24099,0,밤,1,27
24099,0,오후,1,31
24099,0,저녁,2,40
24100,0,밤,1,51
24100,0,심야,2,21
24100,0,아침오전,1,7
24100,0,저녁,1,6
24100,0,점심,1,39
24101,0,밤,2,45
24101,0,심야,2,36
24101,0,오후,1,16
24101,0,저녁,1,24
24102,0,밤,1,4
24102,0,심야,3,51
24102,0,저녁,2,13
24103,0,심야,1,8
24103,0,오후,1,13
24103,0,저녁,1,18
24104,0,저녁,1,8
24105,0,심야,2,19
24105,0,오후,1,18
24105,0,점심,2,31
24106,0,심야,2,18
24106,0,오후,2,48
24107,0,밤,1,27
24107,0,오후,1,14
24107,0,저녁,1,13
24108,0,밤,2,34
24108,0,심야,2,41
24108,0,오후,1,30
24109,0,저녁,2,40
24109,0,점심,2,37
24110,0,밤,1,29
24110,0,심야,1,39
24110,0,아침오전,1,29
24110,0,오후,1,11
24110,0,저녁,1,42
24110,0,점심,1,15
24111,0,심야,2,10
24112,0,심야,1,24
24112,0,오후,1,20
24112,0,점심,1,9
24113,0,밤,1,13
24113,0,심야,1,22
24113,0,아침오전,2,44
24113,0,오후,1,11
24113,0,점심,1,19
24114,0,밤,1,15
24114,0,심야,1,3
24114,0,오후,2,47
24115,0,밤,1,5
24115,0,심야,1,22
24115,0,오후,1,10
24115,0,저녁,1,21
24116,0,밤,1,10
24116,0,심야,1,35
24116,0,오후,2,54
24116,0,저녁,2,53
24117,0,밤,1,32
24117,0,아침오전,1,3
24117,0,오후,1,10
24117,0,저녁,1,22
24117,0,점심,2,41
24118,0,밤,2,33
24118,0,심야,1,15
24118,0,아침오전,2,57
24118,0,저녁,1,32
24119,0,밤,1,52
24119,0,심야,1,11
24119,0,오후,1,16
24120,0,밤,1,24
24120,0,심야,2,21
24120,0,아침오전,1,9
24120,0,오후,1,21
24121,0,밤,2,12
24121,0,심야,1,13
24122,0,심야,1,62
24122,0,아침오전,1,41
24122,0,점심,2,20
24123,0,심야,2,44
24123,0,아침오전,1,14
24124,0,심야,1,14
24124,0,아침오전,3,50
24124,0,오후,2,25
24124,0,저녁,1,23
24125,0,밤,3,28
24125,0,심야,1,17
24125,0,점심,1,10
24126,0,아침오전,1,32
24126,0,오후,1,8
24127,0,아침오전,1,23
24127,0,오후,1,20
24128,0,심야,1,7
24128,0,아침오전,1,20
24128,0,점심,4,69
24129,0,밤,2,45
24129,0,아침오전,1,4
24129,0,오후,1,46
24129,0,점심,1,27
24130,0,심야,1,21
24130,0,아침오전,1,4
24131,0,밤,1,15
24131,0,심야,3,83
24131,0,저녁,1,5
24131,0,점심,2,75
24132,0,아침오전,1,11
24132,0,저녁,1,17
24132,0,점심,1,9
24133,0,심야,1,23
24133,0,점심,1,16
24134,0,밤,1,20
24134,0,심야,3,103
24134,0,오후,1,6
24135,0,밤,2,20
24135,0,아침오전,1,35
24135,0,점심,2,31
24136,0,아침오전,1,26
24136,0,오후,1,11
24137,0,밤,2,26
24137,0,오후,1,54
24138,0,밤,2,36
24138,0,심야,2,35
24138,0,아침오전,1,7
24138,0,저녁,1,26
24139,0,밤,1,41
24139,0,심야,2,51
24139,0,아침오전,1,12
24139,0,저녁,2,38
24140,0,심야,2,33
24141,0,오후,1,29
24141,0,저녁,2,35
24142,0,심야,3,45
24142,0,저녁,1,8
24143,0,심야,1,5
24143,0,아침오전,1,20
24143,0,오후,1,27
24143,0,저녁,1,7
24143,0,점심,1,7
24144,0,밤,1,33
24144,0,아침오전,2,25
24144,0,저녁,1,10
24145,0,아침오전,3,35
24145,0,오후,1,21
24146,0,밤,1,23
24146,0,심야,2,24
24146,0,아침오전,1,4
24146,0,점심,1,9
24147,0,심야,1,4
24148,0,심야,2,30
24149,0,밤,1,20
24149,0,심야,1,3
24149,0,오후,1,31
24150,0,밤,1,16
24150,0,심야,1,8
24150,0,저녁,1,13
24150,0,점심,1,11
24151,0,심야,1,19
24151,0,저녁,2,64
24151,0,점심,2,63
24152,0,밤,2,18
24152,0,저녁,1,17
24152,0,점심,1,30
