CLNN,MCT_ADM_GDS_APB_CD,CLNN,FINAL_CD,SAA,DOF_TF,DAW_CCD,MCT_N,TIME
26238,20,26238,87,22,0,1,66,194048
26238,16,26238,31,13,1,0,54,93604
26238,63,26238,31,4,0,2,75,178304
26239,28,26239,23,34,0,4,4,45626
26239,1,26239,65,4,0,5,86,87149
26240,73,26240,87,23,1,3,7,149472
26241,41,26241,95,36,0,4,85,153593
26241,9,26241,19,35,0,0,23,139541
26241,0,26241,21,34,0,5,40,10514
26243,64,26243,29,21,0,2,13,98947
26243,13,26243,38,6,0,3,13,111494
26243,28,26243,13,4,1,0,65,141185
26244,14,26244,0,22,0,2,31,220456
26244,6,26244,77,19,0,4,51,176655
26244,58,26244,40,16,1,2,69,50628
26245,2,26245,75,34,0,0,57,226409
26245,29,26245,77,27,0,3,62,227573
26245,40,26245,86,24,1,0,96,101051
26247,25,26247,24,33,0,2,36,219218
26247,32,26247,77,26,1,3,0,118386
26247,18,26247,68,20,0,4,78,70894
26248,49,26248,26,30,0,4,84,54761
26248,62,26248,65,30,0,2,98,102287
26248,13,26248,87,24,0,2,52,2168
26249,25,26249,41,4,0,4,90,204992
26251,6,26251,14,25,0,2,90,190647
26251,0,26251,7,10,0,1,80,215428
26252,25,26252,62,20,1,4,64,192291
26252,6,26252,80,9,0,5,40,63341
26253,57,26253,52,25,1,0,96,159094
26253,39,26253,84,22,1,1,46,39814
26253,1,26253,15,20,1,5,94,133720
26254,51,26254,38,20,0,1,37,80638
26254,49,26254,33,12,1,2,29,151409
26255,9,26255,93,26,1,5,19,106699
26256,4,26256,92,37,0,1,25,79528
26256,15,26256,74,33,1,1,78,227818
26256,18,26256,44,24,0,1,74,192572
26257,32,26257,85,26,1,1,49,111087
26257,31,26257,76,11,1,5,28,216808
26257,80,26257,13,10,0,5,59,162733
26258,6,26258,57,17,0,0,72,52227
26258,4,26258,41,7,0,3,70,150572
26258,28,26258,60,4,0,5,70,136377
26259,35,26259,25,20,0,4,56,220574
26259,42,26259,54,13,0,5,3,231046
26259,15,26259,87,9,0,3,62,192840
26260,31,26260,97,48,0,1,95,199835
26260,21,26260,75,19,0,2,14,139476
26261,9,52522,84,66,0,6,51,258759
26261,32,26261,77,25,0,1,6,183038
26261,1,26261,77,21,0,2,64,219315
26262,27,26262,20,49,0,3,98,45701
26262,21,26262,0,31,0,2,15,178332
26262,34,26262,19,31,0,5,76,51037
26263,11,26263,72,16,1,1,7,142881
26264,47,26264,52,31,1,3,64,24216
26264,23,26264,38,16,0,5,23,55504
26264,38,26264,43,12,0,5,0,184495
26265,36,26265,91,40,0,1,78,155897
26265,9,26265,50,7,0,5,37,102618
26265,54,26265,7,7,0,2,87,62359
26266,57,26266,42,18,0,2,52,3677
26266,7,26266,12,12,0,1,46,194496
26266,8,26266,9,10,0,3,58,55396
26267,15,26267,50,46,0,1,5,122575
26267,20,26267,90,11,0,2,62,87079
26267,11,26267,11,6,0,1,37,206713
26268,20,26268,84,41,1,5,92,220884
26268,5,26268,36,10,0,4,57,37594
26270,4,26270,10,49,0,3,81,8335
26270,7,26270,36,14,0,5,74,216064
26270,18,26270,66,6,1,5,50,140449
26271,10,26271,64,14,0,2,94,225254
26271,56,26271,80,10,1,4,46,15021
26273,14,26273,82,31,0,0,5,178361
26273,11,26273,55,24,1,1,5,85087
26273,26,26273,13,10,0,5,5,115815
26274,20,26274,32,5,0,2,29,137141
26275,9,26275,67,18,0,1,9,82819
26276,36,26276,27,21,0,0,5,15387
26276,49,26276,30,19,1,2,42,166504
26276,16,26276,61,16,0,0,40,197397
26278,10,26278,81,11,0,0,76,213622
26280,38,26280,81,17,0,3,82,199584
26280,25,26280,29,16,1,4,11,70377
26281,19,26281,11,44,0,0,4,73273
26281,38,26281,68,11,0,1,29,122156
26281,2,26281,33,8,0,2,38,160396
26282,14,26282,56,18,0,1,86,231617
26282,25,26282,51,17,0,4,70,151224
26282,18,26282,1,8,0,0,41,187696
26283,8,26283,31,31,0,2,97,37691
26283,46,26283,32,8,0,2,69,134799
26284,5,26284,2,19,1,5,61,107016
26284,18,26284,11,11,0,0,86,101736
26285,4,26285,60,24,1,3,71,72724
26285,35,26285,79,18,1,0,52,167817
26285,7,26285,65,9,1,2,48,113664
26286,21,26286,51,19,0,4,18,104554
26286,26,26286,27,15,0,1,9,2161
26287,17,26287,53,6,1,1,1,186749
26288,23,26288,10,11,0,1,78,161073
26289,34,26289,32,16,0,5,45,43286
26289,5,26289,42,9,1,3,99,134478
26290,33,26290,33,21,0,3,2,119989
26290,0,26290,87,19,0,3,75,180055
26290,29,26290,34,17,0,2,43,201007
26291,4,26291,22,30,1,5,23,161996
26291,16,26291,58,7,0,1,56,64763
26292,11,26292,20,32,1,3,44,205323
26293,0,26293,17,22,1,2,70,239170
26293,3,26293,9,10,1,3,42,4800
26294,38,26294,44,11,0,5,49,137970
26294,25,26294,46,5,1,1,93,100710
26295,46,26295,78,33,0,1,85,183135
26295,11,26295,35,29,0,0,32,204990
26296,19,26296,87,18,1,4,32,55543
26296,37,26296,94,17,1,5,61,1866
26296,38,26296,42,13,0,1,17,61193
26297,37,26297,34,34,1,4,92,229709
26297,11,26297,38,31,0,0,47,92443
26297,42,26297,88,29,1,3,12,65423
26298,20,26298,29,36,0,4,63,219923
26298,29,26298,60,33,0,3,35,137250
26298,25,26298,40,31,1,5,27,18114
26299,2,26299,37,46,0,4,52,153371
26300,13,26300,58,29,0,3,73,98543
26301,63,26301,41,23,0,2,42,134072
26301,24,26301,84,20,0,3,10,121919
26301,41,26301,58,13,0,1,8,194966
26302,49,26302,15,31,0,1,2,122021
26302,21,26302,9,21,1,2,84,57154
26303,19,26303,56,36,0,0,50,233355
26305,17,26305,95,38,0,5,94,33295
26305,39,26305,65,33,0,5,34,113786
26305,25,26305,17,10,0,4,64,23017
26306,54,26306,56,53,0,3,43,33212
26306,45,26306,30,20,0,3,76,994
26306,52,26306,53,11,1,4,44,161830
26307,13,26307,58,18,0,0,86,179413
26307,38,26307,18,3,0,1,54,52580
26309,31,26309,62,35,0,5,13,112519
26309,41,26309,79,31,0,3,94,186576
26309,28,26309,38,13,0,3,99,183451
26310,18,26310,77,33,1,4,22,113347
26310,2,26310,24,17,0,0,13,131348
26310,11,26310,48,10,0,4,39,72875
26311,6,52622,150,81,0,4,81,316984
26311,4,26311,29,10,0,4,1,143291
26311,12,26311,92,10,0,4,13,225954
26312,10,26312,84,37,1,0,28,122299
26312,3,26312,86,34,0,5,97,115142
26313,11,26313,16,17,1,0,21,60983
26314,41,26314,93,41,0,0,84,102724
26314,55,26314,26,33,1,3,44,106209
26314,19,26314,46,28,0,4,27,181338
26315,10,52630,102,36,2,5,101,231261
26315,22,26315,37,12,0,4,53,232910
26317,20,26317,49,11,1,0,99,222769
26318,19,26318,28,9,0,5,79,205981
26319,15,26319,23,21,0,5,70,140533
26319,28,26319,60,4,0,3,93,97366
26320,19,26320,69,30,0,3,12,29947
26320,14,26320,91,27,0,5,42,142368
26320,46,26320,25,23,0,4,9,224340
26321,48,26321,97,8,0,4,73,57666
26322,6,26322,37,16,0,3,58,42284
26322,66,26322,66,10,1,3,16,157769
26323,18,52646,104,28,0,1,128,217265
26324,37,26324,81,16,0,4,24,92399
26324,30,26324,14,9,0,4,79,234665
26324,14,26324,91,8,1,2,7,103136
26325,6,26325,3,4,0,0,1,26301
26326,2,26326,24,36,0,4,98,156221
26326,3,26326,26,20,0,1,31,87411
26326,30,26326,24,14,0,1,5,173380
26327,20,26327,24,23,0,4,42,21560
26327,28,26327,60,12,1,2,70,222651
26327,18,26327,76,9,0,2,63,38149
26328,14,26328,64,25,0,1,16,237691
26328,24,26328,26,19,0,5,17,107660
26328,58,26328,54,14,1,1,54,191914
26329,34,26329,32,43,0,3,36,111556
26329,14,26329,54,16,1,2,41,14537
26330,45,26330,99,26,0,3,37,182814
26331,4,26331,38,13,0,5,80,105657
26332,42,26332,0,50,0,1,10,200936
26332,83,26332,47,28,0,4,26,28805
26332,15,26332,46,12,0,0,58,34330
26333,34,26333,97,11,0,2,9,215747
26333,25,26333,16,9,0,4,18,173149
26334,58,26334,79,30,1,3,24,100070
26334,21,26334,97,25,0,5,42,49192
26334,15,26334,28,22,0,4,52,42359
26335,53,26335,16,20,1,4,13,159736
26335,58,26335,52,8,0,0,90,101698
26335,6,26335,68,7,0,1,1,102213
26336,56,26336,15,36,0,3,89,39450
26336,45,26336,10,14,1,3,81,34846
26336,15,26336,51,11,0,1,70,162707
26337,37,26337,26,28,0,3,71,202213
26337,50,26337,5,28,0,5,29,103254
26337,34,26337,82,18,0,0,98,161409
26338,21,26338,53,59,0,5,77,179099
26338,38,26338,27,20,0,4,65,108892
26338,13,26338,85,7,0,4,95,55847
26339,34,26339,13,31,0,3,39,40323
26339,0,26339,35,21,1,1,40,98578
26340,35,26340,78,12,0,0,67,53232
26340,24,26340,11,10,0,1,46,103910
26341,1,26341,80,12,0,5,23,160376
26341,24,26341,87,4,0,3,65,117937
26342,75,26342,58,20,0,4,99,232573
26342,32,26342,47,13,1,5,93,238404
26343,33,26343,97,36,0,3,73,133038
26343,3,26343,15,34,1,1,81,177879
26343,28,52686,138,31,1,5,126,255250
26344,12,26344,55,55,0,1,55,234421
26344,15,26344,41,21,0,0,69,146436
26344,6,26344,20,5,1,2,26,237389
26345,21,26345,7,25,0,5,11,144075
26345,31,26345,66,9,0,2,18,194578
26346,18,26346,17,25,0,1,75,1956
26347,12,26347,48,41,0,2,74,198191
26348,1,26348,40,13,0,1,99,98188
26349,18,52698,82,38,1,5,117,458752
26349,33,26349,26,23,0,3,26,235095
26349,13,26349,9,18,0,4,16,45302
26350,18,26350,81,7,0,4,22,36547
26351,23,52702,112,32,2,2,81,287289
26352,17,26352,22,38,0,2,65,158829
26352,25,26352,54,33,1,3,12,206949
26352,24,26352,8,19,0,4,10,68705
26353,58,26353,66,5,1,4,2,85500
26354,76,26354,3,28,0,1,49,89789
26354,14,26354,93,16,1,2,19,28464
26354,45,26354,72,8,0,1,23,93685
26355,28,26355,76,48,1,5,7,210499
26355,3,26355,76,20,0,2,56,48633
26355,24,26355,28,3,1,5,46,116762
26356,59,26356,42,10,0,3,38,145515
26357,6,26357,7,23,0,5,16,201581
26358,67,26358,98,7,1,2,55,164521
26359,15,26359,59,37,0,4,7,61502
26359,12,26359,93,27,0,5,24,126550
26359,43,26359,91,15,0,4,42,51698
26360,15,26360,80,10,0,4,94,32378
26361,43,26361,71,22,0,0,90,171006
26362,20,26362,88,16,0,3,34,8026
26363,7,26363,63,38,0,2,75,107796
26363,25,26363,52,37,0,0,44,51881
26363,8,26363,76,36,0,5,79,102241
26364,15,26364,35,22,0,1,95,164190
26364,52,26364,26,4,1,2,6,61052
26365,7,52730,103,67,0,4,79,358662
26365,5,26365,60,42,1,1,59,210483
26365,17,26365,35,33,0,2,12,236652
26367,54,26367,75,46,1,2,77,76395
26367,6,26367,31,22,0,5,89,199991
26367,27,26367,97,14,0,3,53,98300
26368,25,26368,3,28,0,3,23,234708
26368,47,26368,37,25,0,4,10,87815
26368,52,26368,77,14,0,3,39,185729
26369,54,26369,76,11,0,2,29,194167
26369,6,26369,69,6,0,3,72,20771
26369,1,26369,14,4,1,2,87,204647
26370,2,26370,85,15,0,3,51,188684
26370,7,26370,56,15,0,3,32,142409
26370,30,26370,11,8,0,4,99,140368
26371,13,26371,12,28,1,3,51,146563
26371,18,26371,50,5,0,3,86,205602
26372,17,26372,89,39,0,1,87,56357
26372,16,26372,89,17,0,3,49,220049
26372,4,26372,61,15,0,0,92,49519
26373,0,26373,25,41,1,2,24,21227
26373,9,26373,47,31,0,3,46,15695
26374,47,26374,21,34,0,3,63,88874
26374,32,26374,50,16,1,2,71,116190
26376,82,26376,58,27,0,1,21,198066
26376,42,26376,19,9,0,5,72,182272
26377,29,26377,10,52,1,3,35,104306
26378,16,26378,87,17,0,3,91,11715
26378,22,26378,12,10,0,2,41,30291
26378,14,26378,62,8,1,3,47,43969
26379,35,26379,87,38,0,1,57,182577
26379,15,26379,8,23,0,5,31,48567
26379,9,26379,18,19,0,5,69,230112
26381,1,26381,10,30,0,0,12,134201
26382,55,26382,1,42,0,1,59,236457
26383,10,26383,2,35,0,2,21,52989
26383,6,26383,17,14,1,0,76,98986
26383,8,26383,41,12,0,0,14,39746
26384,4,26384,35,24,0,4,49,223587
26384,5,26384,63,24,1,5,77,184341
26384,55,26384,23,14,0,2,51,139112
26385,0,26385,2,37,0,1,55,144870
26385,31,26385,8,30,0,1,49,218185
26385,52,26385,79,18,0,2,11,60341
26386,8,26386,47,28,1,1,2,22412
26386,18,26386,82,21,0,0,13,29772
26386,45,26386,99,17,0,2,47,61639
26387,16,26387,38,11,1,0,85,114592
26387,65,26387,93,8,0,0,92,225953
26388,16,26388,66,28,0,1,31,80216
26388,1,26388,92,7,0,1,53,166064
26388,3,26388,35,4,0,2,58,150964
26389,18,26389,48,16,1,3,1,197485
26389,54,26389,17,12,0,5,9,25248
26390,1,52780,163,67,0,9,135,43877
26390,35,26390,76,16,0,3,75,156805
26390,32,26390,39,7,0,5,22,215477
26391,40,26391,5,38,1,1,69,113281
26391,26,26391,8,34,0,3,91,30147
26391,12,26391,70,6,0,1,61,94110
26392,42,26392,6,24,1,1,89,119105
26392,35,26392,17,15,0,5,56,224323
26393,18,26393,11,3,1,5,53,157625
26394,16,26394,81,26,1,5,80,32745
26394,8,26394,72,15,0,5,29,134783
26395,13,26395,19,22,1,1,13,180569
26395,27,26395,67,22,1,5,45,166705
26396,50,26396,36,13,0,5,32,87804
26396,1,26396,80,10,1,3,18,109904
26397,15,26397,72,3,0,1,69,20002
26398,59,26398,89,37,1,1,21,167703
26398,42,26398,44,24,1,5,64,131139
26398,51,26398,49,7,0,4,66,146747
26399,32,26399,69,23,0,2,5,168403
26399,11,26399,97,6,1,2,1,91855
26399,7,26399,35,5,1,2,93,25390
26400,8,26400,10,33,0,4,50,73009
26400,44,26400,31,31,0,2,35,140373
26400,65,26400,46,27,0,2,13,118836
26401,19,26401,7,19,0,5,99,205748
26401,13,26401,2,13,0,5,61,216528
26402,29,26402,65,33,0,0,1,238062
26402,2,26402,12,20,0,3,48,131641
26402,9,26402,64,17,0,0,29,67216
26403,15,26403,54,27,0,2,90,172424
26403,25,26403,82,17,0,4,34,19110
26403,28,26403,41,7,1,0,54,210960
26404,22,26404,96,6,0,3,22,62688
26404,24,26404,67,4,0,2,26,81129
26405,63,26405,83,12,0,5,59,70359
26405,29,26405,17,11,1,2,87,200694
26405,2,26405,2,5,0,3,35,115758
26406,11,26406,20,13,0,1,63,178460
26406,25,26406,62,8,1,2,28,24898
26407,8,26407,8,31,0,3,3,201985
26407,46,26407,87,5,1,1,77,9196
26408,11,26408,76,23,0,0,39,197125
26408,15,26408,87,11,0,0,10,167190
26408,63,26408,47,5,0,1,22,192687
26409,20,26409,16,26,1,0,9,236779
26409,11,26409,15,21,1,4,65,227236
26410,4,26410,7,75,1,2,99,212943
26410,11,26410,16,26,1,4,27,48276
26410,34,26410,0,17,1,4,91,38975
26411,20,26411,34,25,1,1,29,80874
26411,32,26411,12,5,0,2,82,236519
26411,15,26411,94,3,0,2,40,129124
26412,53,26412,79,19,1,3,10,214739
26412,1,26412,30,5,1,0,22,25371
26412,15,26412,95,5,0,2,80,34176
26413,15,26413,32,36,1,3,30,115078
26413,24,26413,31,32,0,5,92,200452
26413,11,26413,4,24,0,4,99,183025
26414,21,26414,8,8,0,5,19,41020
26415,50,26415,0,23,1,2,41,14600
26415,11,26415,33,5,0,3,45,59266
26416,22,26416,33,47,0,3,94,192742
26416,14,26416,48,39,0,3,39,18566
26416,23,26416,85,36,0,4,32,146742
26417,14,26417,50,43,0,1,74,85108
26417,50,26417,91,32,0,3,86,200753
26418,16,26418,40,11,0,2,4,185293
26418,42,26418,42,4,0,3,84,154083
26419,18,26419,61,3,0,5,91,181028
26421,25,26421,4,40,1,5,26,130831
26421,8,26421,19,18,1,5,28,27736
26421,13,26421,51,15,1,5,71,91985
26422,6,26422,25,19,0,0,13,164989
26422,53,26422,73,4,0,5,17,195562
26423,46,26423,39,45,0,0,86,47897
26425,2,26425,26,22,0,4,23,209229
26425,35,26425,54,9,0,1,4,11309
26425,31,26425,54,4,1,5,69,12364
26426,2,26426,0,28,1,5,13,56630
26426,22,26426,67,17,1,1,4,29191
26427,1,26427,51,18,0,2,51,35989
26427,17,26427,47,9,0,5,68,186323
26428,28,26428,14,31,0,0,80,214395
26428,31,26428,97,30,0,0,31,214207
26428,7,26428,52,13,1,0,56,213576
26431,18,26431,28,19,0,4,27,205171
26431,42,26431,13,19,0,2,37,201445
26431,39,26431,76,16,0,5,88,121914
26432,18,26432,87,30,0,2,16,224657
26432,29,26432,47,23,1,3,29,205666
26432,20,26432,41,13,1,4,7,223723
26433,98,26433,67,31,0,1,83,5638
26433,12,26433,68,25,0,5,75,5688
26433,37,26433,17,19,0,4,62,212405
26434,3,26434,46,14,0,5,96,234316
26435,0,26435,62,23,1,4,59,160765
26436,73,26436,45,15,0,1,82,210059
26436,6,26436,64,11,0,5,84,49353
26437,22,26437,88,16,0,5,81,235120
26438,13,26438,82,45,0,2,92,79374
26438,6,26438,44,14,0,2,26,19923
26439,35,26439,65,23,0,0,23,57888
26439,81,26439,35,14,0,4,22,66732
26441,19,26441,54,13,0,4,30,199136
26441,14,26441,82,10,1,5,67,3455
26441,41,26441,23,8,1,3,11,209124
26442,51,26442,99,50,1,5,13,126101
26442,54,26442,74,32,0,0,43,214105
26442,0,26442,44,28,1,0,22,85644
26443,3,26443,57,22,0,3,77,188492
26443,24,26443,71,18,1,0,83,39356
26443,7,26443,5,8,0,2,11,231565
26444,39,26444,78,19,0,2,91,70574
26444,46,26444,31,11,1,2,58,175771
26444,22,26444,29,9,0,1,93,175635
26445,25,26445,98,26,0,0,32,152018
26446,30,26446,58,27,1,1,29,218581
26446,19,26446,19,3,0,4,52,197145
26447,7,26447,89,48,1,4,32,200899
26447,41,26447,19,17,1,2,82,89227
26448,19,26448,2,26,0,4,16,67791
26448,23,26448,76,10,0,4,24,176443
26448,35,26448,34,6,0,4,36,40159
26449,12,26449,45,39,0,1,5,122481
26451,44,26451,75,16,1,1,78,182991
26451,70,26451,22,6,1,2,86,639
26452,10,26452,35,33,1,3,19,129142
26452,31,26452,31,15,0,0,76,33749
26453,5,26453,16,16,0,0,41,150248
26453,57,26453,50,13,0,1,1,236766
26455,54,26455,61,34,0,1,92,226621
26455,15,26455,32,20,1,5,40,239389
26455,7,26455,70,14,0,4,80,11845
26456,66,26456,26,38,0,4,17,232697
26456,82,26456,50,22,0,3,55,26738
26456,18,26456,28,20,0,1,20,39916
26457,17,26457,99,23,0,3,30,75392
26457,7,26457,48,17,0,2,75,66561
26457,40,26457,84,15,0,3,85,72557
26458,13,26458,85,11,0,0,39,185764
26458,16,26458,34,11,1,0,35,187976
26459,63,26459,4,33,1,3,3,79584
26459,1,26459,3,29,0,1,8,121951
26459,29,26459,42,29,0,4,12,100443
26460,19,26460,49,17,0,2,55,22736
26462,7,26462,76,24,0,3,9,177672
26462,96,26462,24,22,0,1,93,160673
26462,43,26462,1,9,0,2,20,132804
26463,2,52926,49,29,1,4,154,271713
26463,1,52926,190,23,0,5,76,305293
26464,10,26464,93,19,0,0,34,190844
26464,4,26464,2,5,1,5,44,221603
26465,1,26465,43,41,0,2,33,224433
26465,38,26465,2,40,0,0,15,59622
26466,58,26466,62,19,1,3,3,29007
26466,52,26466,16,4,0,0,51,35118
26467,14,26467,70,26,0,3,9,216163
26467,35,26467,30,23,0,5,29,83220
26467,30,26467,32,7,0,1,9,153168
26468,21,26468,74,15,0,3,69,130324
26469,12,52938,100,47,0,9,38,277596
26469,4,26469,65,27,0,3,29,176805
26470,35,26470,92,20,0,4,18,191528
26471,12,26471,11,46,0,4,32,12302
26471,17,26471,34,20,0,2,91,170640
26472,10,26472,43,43,0,5,45,215229
26472,31,26472,55,26,1,1,70,133715
26472,39,26472,92,21,1,5,84,120485
26473,26,26473,2,17,0,4,88,87205
26475,26,26475,27,24,0,1,63,204520
26475,45,26475,99,17,0,5,25,176840
26475,10,26475,48,12,0,1,22,175832
26476,11,26476,20,11,0,5,75,36749
26476,22,26476,35,5,1,3,39,161675
26476,38,26476,3,5,0,0,50,86434
26477,20,26477,35,18,0,0,34,130711
26477,6,26477,34,6,1,1,17,238269
26478,21,26478,7,18,0,3,85,27346
26478,39,26478,21,16,1,4,8,55921
26478,12,26478,11,12,1,5,92,205579
26479,30,26479,67,20,1,4,49,218318
26479,27,26479,62,18,0,1,62,68242
26479,16,26479,96,11,0,4,8,81168
26480,14,26480,10,25,1,5,98,183401
26481,5,26481,42,41,1,3,6,187343
26481,27,26481,96,39,0,0,36,56870
26481,13,26481,74,14,0,1,5,56806
26482,35,26482,65,30,0,4,66,191014
26482,25,26482,54,24,0,4,95,87122
26482,28,26482,2,9,0,3,23,76061
26483,24,26483,30,62,1,2,45,74452
26484,31,26484,14,25,1,1,62,167142
26484,3,26484,41,24,0,5,61,154351
26484,6,26484,13,11,0,1,40,21749
26485,15,26485,1,17,0,5,74,30186
26485,39,26485,84,9,0,0,55,61570
26486,19,26486,23,25,0,3,36,190551
26486,21,26486,67,18,1,4,7,183267
26487,6,26487,12,5,0,3,34,199618
26488,3,26488,96,53,0,2,47,11591
26488,23,26488,91,18,0,0,46,16543
26489,21,26489,34,48,1,5,0,104615
26490,28,26490,71,20,0,1,23,223143
26491,55,26491,52,21,1,4,31,33725
26491,7,26491,38,17,0,5,23,30754
26492,34,26492,24,28,1,1,5,137993
26492,23,26492,21,27,1,2,69,131072
26494,33,26494,79,24,1,4,20,140688
26494,60,26494,22,24,0,5,95,157691
26494,18,26494,15,7,0,3,98,121340
26495,9,26495,57,9,0,3,13,205327
26497,10,26497,56,23,1,4,78,190825
26497,33,26497,3,8,0,5,2,230607
26499,25,26499,0,15,0,2,32,1413
26501,35,26501,93,27,0,4,95,155341
26501,5,26501,28,5,1,2,8,236679
26502,39,26502,10,14,0,4,93,115889
26502,31,26502,67,6,1,0,89,89105
26503,22,26503,74,26,0,2,89,236774
26503,29,26503,10,25,1,0,94,47620
26504,11,26504,55,36,0,4,57,143986
26504,9,26504,35,17,0,5,11,109809
26506,4,26506,88,54,1,3,51,141456
26506,38,26506,12,16,1,2,10,132293
26507,10,26507,96,34,0,3,84,165996
26507,47,26507,12,30,1,0,75,179246
26507,58,26507,14,19,1,1,16,28142
26508,29,26508,73,30,0,3,65,192237
26508,16,26508,81,13,0,3,9,103014
26508,2,26508,57,6,0,1,30,219176
26509,4,26509,21,33,0,1,90,32115
26509,32,26509,12,22,0,3,81,60759
26509,12,26509,3,13,0,5,28,8979
26510,52,26510,60,42,1,4,12,18633
26510,32,26510,61,30,1,5,81,48508
26510,26,26510,42,5,0,5,72,14398
26512,47,26512,68,11,1,0,10,81944
26513,53,26513,34,22,1,5,2,40700
26513,46,26513,18,13,0,4,82,111285
26513,13,26513,90,10,0,4,5,238165
26514,37,26514,98,14,0,3,14,187782
26515,26,26515,96,19,0,3,11,912
26515,30,26515,86,13,0,2,77,197040
26516,8,26516,18,30,0,4,58,101049
26516,15,26516,67,7,0,2,97,73774
26517,2,26517,91,33,1,1,35,105858
26517,36,26517,92,19,0,3,13,197660
26517,22,26517,5,9,1,4,48,153838
26518,36,26518,68,44,1,3,6,93950
26518,19,26518,36,33,0,2,96,107193
26518,1,26518,51,29,1,5,13,141442
26519,7,26519,12,36,0,0,78,103401
26519,17,26519,61,21,0,4,65,159145
26519,20,26519,50,5,0,5,11,33460
26520,34,26520,51,22,1,4,98,5666
26520,23,26520,28,20,0,2,52,55488
26520,10,26520,49,17,1,0,19,170469
26521,11,26521,71,18,1,1,94,107111
26521,17,26521,28,3,0,3,95,180582
26522,18,26522,30,43,0,5,19,17829
26522,75,26522,78,22,0,4,59,60371
26522,21,26522,31,17,0,0,10,223653
26523,72,26523,23,22,0,4,59,33953
26523,9,26523,58,9,0,0,43,53811
26524,26,26524,46,33,0,5,63,228225
26525,35,26525,15,22,0,4,25,220576
26525,19,26525,98,20,0,0,34,161917
26525,22,26525,47,14,1,1,63,50649
26526,21,26526,22,15,1,0,75,231614
26527,22,26527,20,27,0,4,30,215724
26527,28,26527,97,7,0,3,14,62966
26527,19,26527,38,6,1,0,11,200083
26528,28,53056,156,46,0,7,2,156063
26528,4,26528,75,37,0,1,65,234512
26528,20,26528,55,27,0,1,22,126402
26531,3,26531,19,38,0,4,2,161406
26531,21,26531,39,11,1,4,43,187888
26533,24,26533,67,53,0,0,55,44615
26533,3,26533,36,28,0,5,57,36204
26533,8,26533,66,12,1,0,1,22304
26534,5,26534,23,9,0,3,95,65636
26534,50,26534,19,8,1,1,16,74539
26535,25,26535,15,14,0,0,82,161479
26536,40,26536,66,46,0,0,15,14520
26536,43,26536,34,14,0,0,96,232129
26537,24,26537,98,20,0,5,14,36577
26537,39,26537,12,20,0,2,70,131904
26538,36,26538,28,6,0,4,84,42100
26539,1,26539,83,33,0,4,55,196907
26539,7,26539,77,18,1,4,13,180812
26540,20,26540,33,37,0,3,43,158710
26540,4,26540,9,29,0,5,65,179854
26540,57,26540,39,9,0,0,53,199903
26542,19,26542,14,23,0,5,14,14247
26542,31,26542,44,5,0,5,29,176346
26543,39,26543,15,28,0,3,87,74793
26544,74,26544,60,49,1,5,78,106149
26544,11,26544,69,25,0,3,86,166514
26544,2,26544,41,22,0,3,94,109102
26547,40,26547,66,22,0,5,26,106084
26547,43,26547,84,13,0,3,97,1377
26547,4,26547,94,12,0,1,51,221719
26548,61,26548,83,16,1,1,43,124954
26549,17,26549,16,11,0,0,28,109278
26549,29,26549,24,11,0,4,60,154109
26550,63,26550,17,19,1,5,17,54355
26550,15,26550,2,18,0,3,23,173655
26550,11,26550,55,9,1,2,94,181267
26551,5,26551,32,40,1,2,97,34864
26551,1,26551,93,19,1,5,6,25569
26551,46,26551,77,8,0,3,28,132405
26552,2,26552,35,11,1,4,23,164835
26552,38,26552,64,4,0,0,69,130675
26553,16,26553,10,17,0,5,26,41128
26554,70,26554,35,8,0,3,55,67138
26555,7,26555,53,33,0,5,63,126433
26555,17,26555,94,9,0,4,45,142801
26556,1,26556,60,25,0,5,51,47931
26556,14,26556,52,17,0,4,77,47888
26557,25,26557,66,30,0,3,9,72909
26557,29,26557,68,17,0,3,19,72890
26558,15,26558,61,23,0,4,19,16913
26558,40,26558,99,19,0,4,99,236151
26558,42,26558,74,16,0,2,70,182041
26559,32,26559,16,30,0,3,24,73649
26559,60,26559,75,29,0,0,87,173671
26559,52,26559,96,18,1,0,26,11642
26561,7,26561,53,29,0,0,69,12761
26561,81,26561,60,20,0,5,30,89900
26562,26,26562,70,55,1,0,25,173983
26564,54,26564,21,28,0,4,81,42040
26564,63,26564,60,18,1,2,89,216961
26564,20,26564,40,10,1,0,47,5507
26565,4,26565,14,11,1,4,91,91692
26566,61,26566,24,48,0,1,31,177906
26567,17,26567,15,36,0,4,76,95058
26567,5,26567,45,11,0,4,30,104832
26567,18,26567,97,10,1,0,13,102245
26568,25,26568,37,26,1,5,97,2975
26568,53,26568,51,5,0,4,50,42445
26569,37,26569,42,29,0,1,31,84122
26569,27,26569,30,19,1,4,35,35712
26569,20,26569,48,8,1,1,86,205083
26570,23,26570,6,14,0,1,63,24365
26571,7,26571,58,30,0,4,1,103623
26571,28,26571,71,29,1,1,51,69659
26571,45,26571,72,5,0,5,29,65680
26572,34,26572,82,38,1,2,54,96309
26572,6,26572,72,11,0,1,19,181661
26572,27,26572,47,8,0,5,39,152544
26573,49,26573,95,29,1,2,32,14297
26573,7,26573,47,13,0,5,79,197115
26574,21,26574,34,4,0,0,81,168877
